id,name,rating,themes,keywords,involved_companies,first_release_year
9927,Persona 5,92.7,"[""Fantasy"", ""Comedy"", ""Drama"", ""Mystery""]","[""anime"", ""demon"", ""detective"", ""murder"", ""grinding"", ""tennis"", ""turn-based"", ""fishing"", ""crafting"", ""jrpg"", ""death"", ""party-based combat"", ""social"", ""backtracking"", ""time limit"", ""multiple endings"", ""high school"", ""dialogue trees"", ""billiards"", ""sequel"", ""otaku"", ""dreams"", ""talking animals"", ""silent protagonist"", ""party-based"", ""roaming encounters"", ""turn-based combat"", ""day/night cycle"", ""boss fight"", ""students"", ""playstation trophies"", ""leveling up"", ""voice acting"", ""upgradeable weapons"", ""game reference"", ""party system"", ""randomly generated dungeons"", ""original soundtrack release"", ""buddhism"", ""sprinting mechanics"", ""playstation experience 2016"", ""treasure chest"", ""moral decisions"", ""side quests"", ""real-time combat"", ""fusion"", ""difficulty level"", ""vending machine interaction"", ""cross-save"", ""mercenary"", ""robbery"", ""shinto"", ""order and chaos"", ""rebels"", ""plot twist"", ""alternate reality"", ""power of friendship"", ""teenager"", ""recurring character"", ""tokyo game show 2014"", ""flashback"", ""new game plus"", ""escaping imprisonment"", ""fast traveling"", ""dream sequence"", ""detective mode"", ""archangel"", ""hidden room"", ""yandere"", ""potential love interest"", ""j-pop"", ""running towards the screen"", ""shadow stealth"", ""the game awards - best score or music - nominee"", ""the game awards 2017"", ""the game awards - nominee"", ""male protagonist"", ""turn-based rpg"", ""full voice acting"", ""the game awards - best art direction - nominee"", ""the game awards - best roleplaying game - nominee"", ""the game awards - best roleplaying game - winner"", ""the game awards - game of the year - nominee""]","[""Atlus"", ""P Studio"", ""Atlus USA"", ""Deep Silver"", ""Sega""]",2016
299540,The Legend of Spyro: Dawn of the Dragon,0,[],[],"[""Vivendi Games Mobile"", ""Vivendi Games"", ""The Mighty Troglodytes""]",2008
134606,Demon's Souls,86.4,"[""Action"", ""Fantasy"", ""Horror"", ""Mystery""]","[""magic"", ""pvp"", ""permadeath"", ""difficult"", ""online co-op"", ""enhanced version"", ""non-linear"", ""boss fight"", ""parrying"", ""soulslike"", ""souls"", ""no pause menu""]","[""Bluepoint Games"", ""SIE Japan Studio"", ""Sony Interactive Entertainment""]",2020
6996,Fracture,64.6,"[""Action"", ""Science fiction""]","[""achievements"", ""artificial intelligence"", ""over the shoulder"", ""natural disaster"", ""terraforming"", ""explosion"", ""throwing weapons"", ""bink video"", ""destructible environment"", ""physics manipulation"", ""earth manipulation"", ""guided by radio"", ""swarming enemies""]","[""LucasArts"", ""Day 1 Studios""]",2008
4081,Ratatouille,60.8,"[""Action"", ""Comedy"", ""Educational"", ""Kids""]","[""minigames"", ""based on - movie"", ""achievements"", ""kid friendly"", ""cartoony"", ""digital distribution"", ""licensed game"", ""anthropomorphism"", ""playstation trophies"", ""minigame collection"", ""bink video"", ""polygonal 3d"", ""rat"", ""games on demand"", ""greatest hits""]","[""Heavy Iron Studios"", ""THQ""]",2007
11445,Persona 4 Arena Ultimax,78.7,"[""Action""]","[""anime"", ""detective"", ""supernatural"", ""pixel art"", ""students"", ""buddhism"", ""playstation plus"", ""shoto-clone"", ""cross culture language skills"", ""evo championship series"", ""shinto"", ""order and chaos"", ""multiple playable characters""]","[""Sega"", ""Arc System Works"", ""Atlus""]",2013
21911,LittleBigPlanet,74.1,"[""Action""]",[],"[""SCE Cambridge Studio"", ""Media Molecule"", ""Sony Computer Entertainment""]",2009
6247,Trine,76.4,"[""Action"", ""Fantasy""]","[""wizards"", ""physics"", ""2.5d"", ""archery"", ""side-scrolling"", ""steam"", ""multiple protagonists"", ""achievements"", ""undead"", ""online"", ""steam trading cards"", ""fairytale"", ""darkness"", ""steam achievements"", ""digital distribution"", ""xbox controller support for pc"", ""steam cloud"", ""playstation trophies"", ""leveling up"", ""mouse"", ""skill points in game"", ""bow and arrow"", ""skeletons"", ""ea app"", ""puzzle platformer"", ""original soundtrack release"", ""wasd movement"", ""humble bundle"", ""treasure chest"", ""potion"", ""grapple"", ""difficulty level"", ""steam play"", ""rpg elements"", ""unlockable difficulty level"", ""gamersgate"", ""onlive"", ""tech trees"", ""regenerating health"", ""undead invasion"", ""on-the-fly character switching"", ""rotating platforms""]","[""Frozenbyte"", ""Nobilis""]",2009
359,Final Fantasy XV,76.3,"[""Action"", ""Fantasy"", ""Science fiction"", ""Survival"", ""Sandbox"", ""Open world""]","[""pirates"", ""assassin"", ""post-apocalyptic"", ""wizards"", ""ninja"", ""mech"", ""detective"", ""samurai"", ""summoning support"", ""soldier"", ""military"", ""robots"", ""frog"", ""doctor"", ""action-adventure"", ""bromance"", ""achievements"", ""artificial intelligence"", ""conspiracy"", ""revenge"", ""over the shoulder"", ""teleportation"", ""sequel"", ""good vs evil"", ""day/night cycle"", ""sword & sorcery"", ""playstation network"", ""warriors"", ""digital distribution"", ""pax west 2017"", ""game critics awards"", ""train level"", ""playstation trophies"", ""human"", ""xbox one x enhanced"", ""polygonal 3d"", ""party system"", ""priest"", ""full motion video"", ""motion blur"", ""profanity"", ""saving the world"", ""side quests"", ""pax east 2016"", ""pax west 2016"", ""xbox live"", ""real-time combat"", ""parrying"", ""political thriller"", ""mercenary"", ""coming of age"", ""pax prime 2015"", ""cover system"", ""destructible environment"", ""scientist"", ""interactive environments"", ""anti-hero"", ""evolving title screen"", ""development hell"", ""realism"", ""motion capture animation"", ""particle system"", ""summoners"", ""not-so-bad guys"", ""spiky-haired protagonist"", ""androgyny"", ""agents"", ""tokyo game show 2014"", ""camping"", ""new protagonist in sequel"", ""age progression"", ""swordsman"", ""paladins"", ""context sensitive"", ""verticality"", ""prince"", ""slip cover packaging"", ""tokyo game show 2016"", ""product placement"", ""warping"", ""dark past"", ""the game awards 2017"", ""the game awards - nominee"", ""4k ultra hd"", ""male protagonist"", ""the game awards - best roleplaying game - nominee""]","[""XPEC"", ""Streamline Studios"", ""Umbra"", ""HexaDrive"", ""Luminous Productions"", ""Square Enix"", ""Square Enix Business Division 2""]",2016
389,Final Fantasy XIII,72.8,"[""Action"", ""Fantasy""]","[""magic"", ""summoning support"", ""jrpg"", ""military"", ""female protagonist"", ""steam"", ""multiple protagonists"", ""party-based combat"", ""achievements"", ""steam trading cards"", ""gods"", ""steam achievements"", ""digital distribution"", ""single-player only"", ""steam cloud"", ""playstation trophies"", ""corrupt government"", ""polygonal 3d"", ""party system"", ""motion blur"", ""profanity"", ""side quests"", ""real-time combat"", ""active time battle"", ""mercenary"", ""floating island"", ""motion capture animation"", ""cutscene pause"", ""linear gameplay"", ""androgyny"", ""agents"", ""women in refrigerators syndrome"", ""victory music"", ""petrification"", ""playstation home tie-in""]","[""Square Enix Product Development Division 1"", ""Square Enix"", ""Square Enix Business Division 1""]",2009
1229,Xenosaga Episode III: Also sprach Zarathustra,90.1,"[""Fantasy"", ""Science fiction""]","[""anime"", ""cyberpunk"", ""mech"", ""grinding"", ""jrpg"", ""androids"", ""spaceship"", ""female protagonist"", ""cyborg"", ""multiple protagonists"", ""backtracking"", ""mecha"", ""visible encounters"", ""turn-based combat"", ""story rich"", ""boss fight"", ""explosion"", ""block puzzle"", ""anthropomorphism"", ""tactical turn-based combat"", ""voice acting"", ""human"", ""polygonal 3d"", ""bow and arrow"", ""party system"", ""non-player character"", ""save point"", ""save file unlockables"", ""stat tracking"", ""destructible environment"", ""cutscene pause"", ""fetch quests"", ""ancient advanced civilization technology"", ""cancelled episodic game series"", ""flashback"", ""finishing move"", ""poisoning"", ""psychotherapy"", ""censored version"", ""battle screen"", ""airship"", ""trilogy"", ""groundhog day scenario"", ""gender exclusive equipment"", ""philosophical"", ""retroachievements""]","[""Monolith Soft"", ""Namco Bandai Games""]",2006
300392,The Legend of Spyro: A New Beginning,0,[],[],"[""The Mighty Troglodytes"", ""Vivendi Games Mobile"", ""Vivendi Games""]",2006
1188,Crash Bandicoot: The Wrath of Cortex,67.6,"[""Action""]","[""player's choice""]","[""Universal Interactive Studios"", ""Traveller's Tales"", ""Eurocom Entertainment Software"", ""Konami""]",2001
405,Final Fantasy XI: Treasures of Aht Urhgan,0,"[""Fantasy""]",[],"[""Square Enix Product Development Division 3"", ""Square Enix""]",2006
11338,Gitaroo Man,89.5,"[""Fantasy"", ""Comedy""]","[""aliens"", ""anime"", ""guitar playing"", ""robots"", ""spaceship"", ""superhero"", ""music and rhythm"", ""robot dog"", ""60 fps on consoles"", ""voice acting"", ""polygonal 3d"", ""rock music"", ""declarative title""]","[""Koei"", ""iNiS""]",2001
18068,Dirge of Cerberus: Final Fantasy VII,66.0,"[""Action"", ""Fantasy"", ""Science fiction""]","[""helicopter"", ""post-apocalyptic"", ""cyberpunk"", ""dystopian"", ""soldier"", ""military"", ""mythology"", ""cyborg"", ""apocalypse"", ""online"", ""artificial intelligence"", ""capitalism"", ""over the shoulder"", ""heavy metal"", ""sword & sorcery"", ""boss fight"", ""explosion"", ""platform exclusive"", ""polygonal 3d"", ""upgradeable weapons"", ""love triangle"", ""cameo appearance"", ""full motion video"", ""non-player character"", ""hologram"", ""save point"", ""potion"", ""auto-aim"", ""real-time combat"", ""male antagonist"", ""unbeatable enemies"", ""shielded enemies"", ""rock music"", ""rpg elements"", ""mercenary"", ""depression"", ""terrorists"", ""anti-hero"", ""been here before"", ""invisible wall"", ""clone"", ""particle system"", ""evil organization"", ""poverty"", ""villain turned good"", ""weapon modification"", ""ancient advanced civilization technology"", ""new protagonist in sequel"", ""flashback"", ""poisoning"", ""scripted events"", ""infinite spawn"", ""innocent people die"", ""airship"", ""status effects"", ""bad parents"", ""trilogy"", ""unrequited love"", ""secret history"", ""fictional currencies"", ""tragic hero"", ""sneaking mission"", ""heroic sacrifice"", ""rail shooting segment"", ""war veterans"", ""dark past"", ""secret past"", ""eco-terrorism"", ""j-pop"", ""reluctant hero"", ""retroactive achievements"", ""keyboard and mouse support for consoles"", ""armageddon"", ""direct continuation"", ""international version""]","[""Square Enix"", ""Square Enix Product Development Division 1"", ""Monolith Soft""]",2006
19619,Steambot Chronicles,94.4,"[""Action"", ""Sandbox""]","[""vehicular combat"", ""mech"", ""magic"", ""minigames"", ""dating"", ""death"", ""steampunk"", ""action-adventure"", ""multiple endings"", ""dialogue trees"", ""amnesia"", ""vehicle combat"", ""customization"", ""leveling up"", ""game title announcer"", ""polygonal 3d"", ""original soundtrack release"", ""vehicle customization"", ""moral decisions"", ""side quests"", ""branching storyline"", ""real-time combat"", ""a.i. companion"", ""music creation"", ""behind the waterfall""]","[""Irem"", ""Atlus""]",2005
11212,Star Ocean: Till the End of Time,89.1,"[""Action"", ""Science fiction""]","[""cyberpunk"", ""jrpg"", ""cooking"", ""spaceship"", ""crossover"", ""achievements"", ""multiple endings"", ""artificial intelligence"", ""single-player only"", ""leveling up"", ""shopping"", ""bow and arrow"", ""breaking the fourth wall"", ""licensed soundtrack"", ""original soundtrack release"", ""non-player character"", ""save point"", ""branching storyline"", ""royalty"", ""melee"", ""real-time combat"", ""a.i. companion"", ""rock music"", ""cheat code"", ""konami code"", ""planet jumping"", ""non-linear storytelling"", ""healer"", ""item combination"", ""plot twist"", ""pausable real time combat"", ""banter during gameplay"", ""not-so-bad guys"", ""villain turned good"", ""ancient advanced civilization technology"", ""in-engine cinematic"", ""new protagonist in sequel"", ""finishing move"", ""new game plus"", ""optional lore"", ""battle screen"", ""restoration"", ""on-the-fly character switching"", ""slip cover packaging"", ""health from romance"", ""hostile a.i."", ""metagame"", ""collective conciousness"", ""symbology""]","[""Enix Corporation"", ""tri-Ace"", ""Square Enix""]",2003
20510,Atelier Iris 2: The Azoth of Destiny,72.4,"[""Fantasy""]","[""exploration"", ""anime"", ""magic"", ""summoning support"", ""crafting"", ""jrpg"", ""female protagonist"", ""overworld"", ""turn-based combat"", ""alchemy"", ""leveling up"", ""upgradeable weapons"", ""save point"", ""young protagonist"", ""rock music"", ""battle screen"", ""black magic"", ""fate""]","[""Koei"", ""Gust"", ""THQ"", ""NIS America""]",2005
251301,SSX Snowboarder,0,[],"[""snowboarding""]","[""Radica"", ""EA Sports"", ""Electronic Arts""]",2004
1679,Wild Arms 3,79.6,"[""Fantasy""]","[""western"", ""turn-based"", ""jrpg"", ""death"", ""female protagonist"", ""wild west"", ""multiple protagonists"", ""overworld"", ""billiards"", ""boss fight"", ""leveling up"", ""transforming boss"", ""non-player character"", ""saving the world"", ""black market"", ""ancient advanced civilization technology"", ""random encounter"", ""battle screen""]","[""Media.Vision"", ""Sony Computer Entertainment"", ""Contrail"", ""Sony Interactive Entertainment""]",2002
1228,Xenosaga Episode II: Jenseits von Gut und Böse,76.9,"[""Fantasy"", ""Science fiction""]","[""cyberpunk"", ""mech"", ""magic"", ""grinding"", ""jrpg"", ""androids"", ""episodic"", ""female protagonist"", ""cyborg"", ""multiple protagonists"", ""backtracking"", ""mecha"", ""based on - book"", ""visible encounters"", ""turn-based combat"", ""story rich"", ""boss fight"", ""explosion"", ""block puzzle"", ""anthropomorphism"", ""alternate costumes"", ""leveling up"", ""voice acting"", ""human"", ""polygonal 3d"", ""upgradeable weapons"", ""party system"", ""non-player character"", ""save point"", ""save file unlockables"", ""stat tracking"", ""destructible environment"", ""cutscene pause"", ""fetch quests"", ""ancient advanced civilization technology"", ""cancelled episodic game series"", ""flashback"", ""poisoning"", ""psychotherapy"", ""random encounter"", ""battle screen"", ""airship"", ""trilogy"", ""groundhog day scenario""]","[""Namco"", ""Monolith Soft"", ""Sony Computer Entertainment""]",2004
1271,Ōkami,87.8,"[""Action"", ""Fantasy"", ""Historical"", ""Comedy""]","[""ghosts"", ""exploration"", ""fishing"", ""time manipulation"", ""female protagonist"", ""action-adventure"", ""princess"", ""wolf"", ""billiards"", ""swimming"", ""day/night cycle"", ""feudal japan"", ""gods"", ""boss fight"", ""xbox one x enhanced"", ""upgradeable weapons"", ""collectibles"", ""descendants of other characters"", ""buddhism"", ""playstation plus"", ""side quests"", ""rpg elements"", ""shinto"", ""merchants"", ""plot twist"", ""fire manipulation"", ""tokyo game show 2012"", ""point of no return"", ""warping"", ""bangsian fantasy"", ""ancient curse"", ""game developers choice awards 2007""]","[""Clover Studio"", ""Capcom"", ""HexaDrive"", ""Ready At Dawn""]",2006
